,MSE,R2,MAE,NEW_MSE,NEW_R2,NEW_MAE
0,0.9445274425204772,0.03190490997604056,0.7680314946654954,0.9396455480890055,0.036908616397223426,0.7609408713297442
1,0.9483515799343234,0.02798535350021991,0.7692735223213432,0.9502947573467377,0.025993690339026987,0.7666729995864983
2,0.9243296652880256,0.052606657842630744,0.7637126151224757,0.9353542693475607,0.04130697021151908,0.7561705938928531
3,0.9238502443934762,0.053098041145194896,0.7635143630607615,0.946940902460711,0.02943122989759306,0.7644326242251895
4,0.9344880716973339,0.04219478104096108,0.7624083001313233,0.9451930451921093,0.031222699328360082,0.7632801114452489
5,0.9306029601236175,0.046176833090897706,0.7641520729767752,0.9386079348533787,0.037972119937230264,0.7600853062510241
6,0.9230510208447752,0.05391720674959943,0.7567846947340113,0.954805802164789,0.021370086891804974,0.7655000295577823
7,0.932701888674258,0.044025532522262156,0.7612188584062777,0.9425445064785153,0.03393732381563441,0.7602115153216022
8,0.9215257525824128,0.05548053318066859,0.7601803209800584,0.9440481595378185,0.032396151925565886,0.7620746262927539
9,0.9584303312839514,0.017655119294308408,0.7774033397647456,0.9468901285164271,0.029483270742516887,0.7661496287787034
10,0.9500543425245033,0.02624010394068277,0.7649142419253643,0.9308865477664717,0.045886169429600554,0.7607895172695848
11,0.9370956436865219,0.03952214547107169,0.7625123254961914,0.9510123810945454,0.02525816059636199,0.7657959635725387
12,0.9329499625041815,0.04377126880698945,0.7588831832525307,0.9436395567721099,0.032814950060427006,0.7575130535894338
13,0.935477991891493,0.041180160569030955,0.7651141099177283,0.9527805442066295,0.023445878655032337,0.7602353984483697
14,0.9375284849662343,0.03907850402796953,0.7668940632971613,0.9369569646955266,0.03966428475070316,0.7638801270089266
15,0.9259059298865923,0.05099106262564168,0.7613424374542108,0.9451001718727816,0.03131789000296403,0.7617570624978447
16,0.9342193846552491,0.042470172304873044,0.7616483261556226,0.9456875277739449,0.030715878522497686,0.7643180134823532
17,0.9378298716506775,0.03876959720719009,0.7640621836781236,0.9353313854224461,0.04133042513145746,0.7556921083923289
18,0.9331156977722342,0.04360139814784003,0.763499495129123,0.9349782322985316,0.04169239005687653,0.7561421502313926
19,0.922383860207736,0.05460101423670782,0.7597162814144648,0.9636746127592862,0.012279983624954749,0.7682709923855338
