,MSE,R2,MAE,NEW_MSE,NEW_R2,NEW_MAE
0,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
1,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
2,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
3,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
4,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
5,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
6,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
7,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
8,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
9,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
10,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
11,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
12,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
13,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
14,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
15,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
16,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
17,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
18,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
19,0.1289946422061515,0.8491555249042072,0.197282190434128,0.1428717549180298,0.8329278293420684,0.19500807417947044
20,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
21,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
22,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
23,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
24,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
25,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
26,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
27,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
28,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
29,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
30,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
31,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
32,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
33,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
34,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
35,0.1289921855508126,0.849158397681547,0.1972773005679983,0.1372211052121612,0.8395356176521421,0.20676819219756148
