,MSE,R2,MAE,NEW_MSE,NEW_R2,NEW_MAE
0,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
1,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
2,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
3,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
4,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
5,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
6,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
7,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
8,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
9,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
10,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
11,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
12,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
13,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
14,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
15,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
16,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
17,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
18,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
19,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
20,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
21,0.7577404013744413,0.36270990898769173,0.6318953638305927,0.78328250667856,0.34122797324243903,0.6441343340535863
